eval_id,record_id,assessment_name,score,weight,evaluation_date
440,149,Final,94.44,0.25,2025-08-19
441,150,Drill,65.31,0.25,2025-09-01
442,150,Drill,76.79,0.25,2025-09-17
443,150,Midterm,89.12,0.25,2025-09-14
444,151,Practical,98.35,0.25,2025-08-25
445,151,Midterm,97.32,0.25,2025-08-28
446,151,Final,63.34,0.25,2025-09-22
447,152,Final,64.44,0.25,2025-06-24
448,152,Final,94.3,0.25,2025-07-21
449,152,Final,78.78,0.25,2025-07-09
450,153,Final,67.22,0.25,2025-08-22
451,153,Drill,74.03,0.25,2025-07-19
452,153,Final,60.35,0.25,2025-08-03
453,154,Final,82.24,0.25,2025-07-27
454,154,Midterm,63.02,0.25,2025-07-19
455,154,Practical,76.65,0.25,2025-07-30
456,154,Final,77.19,0.25,2025-08-01
457,155,Drill,95.74,0.25,2025-05-23
458,155,Drill,64.46,0.25,2025-05-19
459,156,Final,96.43,0.25,2025-03-22
460,156,Practical,72.94,0.25,2025-04-12
461,156,Midterm,61.29,0.25,2025-03-31
462,156,Practical,75.85,0.25,2025-04-16
463,157,Midterm,82.3,0.25,2025-03-18
464,157,Practical,67.14,0.25,2025-03-30
465,157,Drill,61.24,0.25,2025-04-16
466,157,Practical,80.11,0.25,2025-04-14
467,158,Final,65.73,0.25,2025-03-31
468,158,Midterm,81.7,0.25,2025-04-14
469,159,Final,97.21,0.25,2025-08-19
470,159,Final,67.73,0.25,2025-08-24
471,159,Practical,95.3,0.25,2025-08-13
472,160,Practical,94.18,0.25,2025-10-08
473,160,Practical,64.06,0.25,2025-09-11
474,161,Drill,77.11,0.25,2025-08-07
475,161,Midterm,73.8,0.25,2025-09-02
476,162,Drill,85.41,0.25,2025-04-17
477,162,Drill,71.33,0.25,2025-04-12
478,162,Practical,97.96,0.25,2025-03-22
479,163,Drill,80.32,0.25,2025-02-25
480,163,Drill,83.67,0.25,2025-03-03
481,163,Midterm,79.49,0.25,2025-03-16
482,164,Drill,95.66,0.25,2025-02-22
483,164,Drill,69.48,0.25,2025-02-23
484,164,Drill,67.82,0.25,2025-02-18
485,164,Drill,79.81,0.25,2025-03-05
486,165,Drill,66.5,0.25,2025-03-08
487,165,Practical,76.96,0.25,2025-04-04
488,165,Practical,62.33,0.25,2025-04-02
489,166,Final,85.24,0.25,2026-02-22
490,166,Practical,70.39,0.25,2026-02-18
491,167,Drill,92.17,0.25,2026-03-21
492,167,Drill,96.28,0.25,2026-03-02
493,167,Midterm,79.15,0.25,2026-02-07
494,167,Final,78.66,0.25,2026-03-12
495,168,Practical,80.7,0.25,2026-02-23
496,168,Practical,70.88,0.25,2026-01-14
497,169,Final,68.47,0.25,2026-01-29
498,169,Midterm,94.82,0.25,2026-03-04
499,169,Midterm,87.13,0.25,2026-03-01
500,170,Drill,84.21,0.25,2025-06-22
501,170,Midterm,89.71,0.25,2025-06-05
502,170,Final,70.82,0.25,2025-06-07
503,171,Drill,60.96,0.25,2025-05-23
504,171,Midterm,99.83,0.25,2025-05-03
505,171,Final,76.58,0.25,2025-05-18
506,172,Final,99.39,0.25,2025-06-27
507,172,Midterm,97.71,0.25,2025-05-21
508,172,Midterm,67.78,0.25,2025-05-18
509,173,Practical,89.56,0.25,2025-06-02
510,173,Final,99.4,0.25,2025-05-17
511,174,Drill,86.96,0.25,2025-06-16
512,174,Final,84.96,0.25,2025-06-02
513,174,Practical,94.0,0.25,2025-06-17
514,175,Practical,90.13,0.25,2024-10-16
515,175,Drill,79.63,0.25,2024-11-19
516,176,Practical,88.23,0.25,2024-11-25
517,176,Midterm,82.58,0.25,2024-11-01
518,177,Practical,80.67,0.25,2024-11-04
519,177,Practical,71.17,0.25,2024-10-16
520,178,Midterm,80.55,0.25,2024-10-09
521,178,Practical,74.34,0.25,2024-10-05
522,179,Drill,97.58,0.25,2024-10-06
523,179,Drill,66.05,0.25,2024-09-22
524,179,Practical,79.03,0.25,2024-09-25
525,180,Drill,88.76,0.25,2024-10-23
526,180,Practical,61.52,0.25,2024-11-15
527,181,Final,82.33,0.25,2026-01-06
528,181,Practical,66.72,0.25,2026-01-17
529,182,Drill,86.96,0.25,2026-01-03
530,182,Final,63.32,0.25,2026-01-11
531,183,Practical,93.11,0.25,2025-12-25
532,183,Practical,74.88,0.25,2025-11-27
533,183,Final,98.63,0.25,2025-12-30
534,183,Midterm,88.48,0.25,2025-11-24
535,184,Practical,90.44,0.25,2025-12-20
536,184,Drill,88.87,0.25,2025-11-30
537,185,Midterm,95.27,0.25,2026-01-06
538,185,Midterm,68.52,0.25,2026-01-02
539,186,Drill,67.41,0.25,2024-11-12
540,186,Practical,91.44,0.25,2024-12-03
541,186,Drill,87.1,0.25,2024-10-28
542,186,Practical,67.26,0.25,2024-11-11
543,187,Practical,61.8,0.25,2024-11-12
544,187,Practical,66.3,0.25,2024-10-25
545,188,Midterm,77.34,0.25,2024-10-08
546,188,Midterm,94.98,0.25,2024-10-06
547,188,Midterm,86.28,0.25,2024-10-15
548,189,Midterm,63.29,0.25,2024-11-03
549,189,Drill,97.1,0.25,2024-11-04
550,189,Midterm,65.71,0.25,2024-11-25
551,190,Final,79.74,0.25,2024-06-03
552,190,Midterm,94.16,0.25,2024-06-16
553,190,Final,75.36,0.25,2024-05-18
554,190,Final,96.7,0.25,2024-05-22
555,191,Final,79.95,0.25,2024-07-08
556,191,Final,66.27,0.25,2024-05-27
557,191,Practical,82.48,0.25,2024-06-19
558,192,Midterm,66.38,0.25,2024-07-02
559,192,Midterm,84.27,0.25,2024-05-25
560,193,Final,61.13,0.25,2024-07-18
561,193,Practical,95.21,0.25,2024-07-10
562,193,Drill,90.07,0.25,2024-07-13
563,193,Drill,85.23,0.25,2024-06-25
564,194,Midterm,76.01,0.25,2024-06-24
565,194,Final,98.41,0.25,2024-05-26
566,195,Practical,73.45,0.25,2024-07-03
567,195,Final,83.69,0.25,2024-07-10
568,195,Drill,66.83,0.25,2024-07-29
569,195,Drill,99.36,0.25,2024-07-26
570,196,Drill,80.54,0.25,2024-06-18
571,196,Final,75.1,0.25,2024-07-14
572,196,Practical,72.8,0.25,2024-07-23
573,197,Practical,70.63,0.25,2024-07-26
574,197,Drill,70.56,0.25,2024-07-16
575,197,Drill,60.42,0.25,2024-07-31
576,198,Drill,70.44,0.25,2024-07-12
577,198,Final,77.82,0.25,2024-07-13
578,198,Drill,70.83,0.25,2024-07-10
579,198,Midterm,89.11,0.25,2024-07-02
580,199,Midterm,76.96,0.25,2024-07-11
581,199,Final,99.25,0.25,2024-08-05
582,199,Midterm,69.23,0.25,2024-07-14
583,199,Midterm,94.52,0.25,2024-06-30
584,200,Practical,68.84,0.25,2024-04-19
585,200,Final,95.71,0.25,2024-04-13
586,200,Final,66.81,0.25,2024-04-06
587,200,Drill,80.03,0.25,2024-03-27
588,201,Midterm,65.07,0.25,2024-03-26
589,201,Final,94.52,0.25,2024-03-21
590,202,Midterm,97.16,0.25,2024-02-25
591,202,Drill,81.79,0.25,2024-03-14
592,202,Practical,89.1,0.25,2024-03-26
593,202,Practical,76.27,0.25,2024-03-14
594,203,Final,95.97,0.25,2024-03-02
595,203,Drill,85.1,0.25,2024-03-11
596,203,Midterm,74.53,0.25,2024-02-29
597,203,Final,69.31,0.25,2024-02-22
598,204,Final,81.94,0.25,2024-03-28
599,204,Practical,82.3,0.25,2024-04-16
600,204,Drill,96.44,0.25,2024-04-21
601,204,Final,61.08,0.25,2024-04-15
602,205,Practical,68.75,0.25,2024-04-06
603,205,Final,79.04,0.25,2024-03-28
604,205,Midterm,70.74,0.25,2024-04-07
605,205,Practical,63.86,0.25,2024-04-27
